titulo,letra
She Will Be Loved,"Beauty queen of only eighteen She had some trouble with herself He was always there to help her She always belonged to someone else I drove for miles and miles And wound up at your door I've had you so many times but somehow I want more I don't mind spending everyday Out on your corner in the pouring rain Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved Tap on my window, knock on my door I want to make you feel beautiful I know I tend to get so insecure It doesn't matter anymore It's not always rainbows and butterflies It's compromise that moves us along My heart is full and my door's always open You can come anytime you want I don't mind spending everyday Out on your corner in the pouring rain Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved And she will be loved And she will be loved I know where you hide Alone in your car Know all of the things that make you who you are I know that goodbye means nothing at all Comes back and begs me to catch her every time she falls Tap on my window, knock on my door I want to make you feel beautiful I don't mind spending every day Out on your corner in the pouring rain, oh Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved And she will be loved And she will be loved Please don't try so hard to say goodbye Please don't try so hard to say goodbye I don't mind spending everyday Out on your corner in the pouring rain Please, don’t try so hard to say goodbye"
SILHUETA,"Acordei em casa Só não sei na casa de quem Tô na cama errada Ou será que eu acertei? Vejo duas taças e o vinho certo Eu faço uma reza que seja ela E se não for, eu tô no inferno De repente surge da fumaça do banheiro Uma silhueta nua linda no espelho Mas não era você Não era você Quem mandou beber e fazer burrada? Quem mandou errar o caminho de casa? Dá última vez jurei que eu mudava E troquei minha última chance por nada Deusa do amor Sei que eu não te mereço Um pecador Na sua frente de joelhos pedindo amor Perdoa que eu pago o preço O peso da culpa vai ser eterno Eu tô no inferno Quem mandou beber e fazer burrada? Quem mandou errar o caminho de casa? Dá última vez jurei que eu mudava E troquei minha última chance por nada Deusa do amor Deusa do amor De repente surge da fumaça do banheiro Uma silhueta nua linda no espelho Mas não era você Não era você Quem mandou beber e fazer burrada? Quem mandou errar o caminho de casa? Dá última vez jurei que eu mudava E troquei minha última chance por nada Deusa do amor Deusa do amor Deusa do amor Deusa do amor"
Sinais,"Vi seu sorriso em meu sonho Segui seu rastro na areia do deserto Eu escutei sua voz ao vento Senti seu cheiro cada vez de mim mais perto Virei um louco, meio obcecado Pra te encontrar em algum lugar do mundo E mesmo sem nunca ter te tocado Me pertencia, bem lá no fundo Sinais me mostraram o caminho até você Vaga-lumes guiam-me sem perceber E no fim da estrada uma luz parece ser você Sinais me ajudaram a perceber Que o meu caminho é você E ninguém no mundo vai fazer Eu me sentir de novo assim Sinais vindos de um lugar tão longe Às vezes se escondem No farol em uma ilha, numa noite tão vazia Eu beijei você até o amanhecer Vi seu sorriso em meu sonho Segui seu rastro na areia do deserto Eu escutei sua voz ao vento Senti seu cheiro cada vez de mim mais perto Virei um louco, meio obcecado Pra te encontrar em algum lugar do mundo E mesmo sem nunca ter te tocado Me pertencia, bem lá no fundo Sinais me mostraram o caminho até você Vaga-lumes guiam-me sem perceber E no fim da estrada uma luz parece ser você Sinais me ajudaram a perceber Que o meu caminho é você E ninguém no mundo vai fazer Eu me sentir de novo assim Sinais vindos de um lugar tão longe Às vezes se escondem No farol em uma ilha, numa noite tão vazia Eu beijei você até o amanhecer"
Só Amor Pra Ela,"Quando chega o dia Que o Sol de mansinho entra pela casa O calor aquece o nosso amor que já queimava feito brasa Eu sou o primeiro Que ganha um sorriso e um beijo de bom dia O que ela me faz no café da manhã Deus...é covardia Quem tem um amor assim Tá de bem com a vida Tá feliz demais Só quer sombra e água fresca Uma rede e um livro Eu só quero é paz Uma loira bem gelada Pra me embriagar de amor no corpo dela Seu sorriso é uma moldura Debruçada, me esperando na janela Quando chega o dia Que o Sol de mansinho entra pela casa O calor aquece o nosso amor que já queimava feito brasa Eu sou o primeiro Que ganha um sorriso e um beijo de bom dia O que ela me faz no café da manhã Deus, é covardia Quem tem um amor assim Tem é mais que levar a vida cantando Com a felicidade escancarada no sorriso Te denunciando Tem que dar valor A cada minutinho que passou do lado dela Tem que dar amor, amor, amor, amor, amor Só amor pra ela."
Só de Você,"Outra noite nós dois e o desejo no ar Cada beijo que rola faz o mundo parar E eu só penso em você com a força do coração Cada minuto que passa aumenta a minha paixão Você me faz sonhar e acordar flutuando no céu E eu só sei te amar o nosso amor é uma lua de mel Refrão 2X: E pode o céu desabar e a terra toda tremer Que eu jamais vou deixar de te amar, te querer Enquanto a lua brilhar e o sol aparecer Juro que meu coração vai ser só de você."
Só Fazendo Amor,"Era só eu começar Foi ficando diferente Veja hoje como está Se eu chego às 20:00h Ela vem me perguntar Já passa da meia-noite Eu espero pra jantar Eu cansado do serviço Ela nem deixa eu falar Eu não sei onde ela acha Tanto nome pra xingar De repente ela grita E começa a dizer Volta lá pros seus amigos Que são tudo pra você Essa turma de malandro Todo mundo é vagabundo Os seus parentes não prestam Ela acaba com meu mundo Já não sei o que fazer Vai aqui o meu protesto É só fazendo amor Que ela diz que ainda presto Quando nós nos conhecemos Começamos namorar Não demorou muito tempo Para a gente se amarrar Se eu queria, ela queria Era só eu começar Foi ficando diferente Veja hoje como está Se eu chego às 20:00 h Ela vem me perguntar Já passa da meia-noite Eu espero pra jantar Eu cansado do serviço Ela nem deixa eu falar Eu não sei onde ela acha Tanto nome pra xingar De repente ela grita E começa a dizer Volta lá pros seus amigos Que são tudo pra você Essa turma de malandro Todo mundo é vagabundo Os seus parentes não prestam Ela acaba com meu mundo Já não sei o que fazer Vai aqui o meu protesto É só fazendo amor Que ela diz que ainda presto Se eu chego às 20:00 h Ela vem me perguntar Já passa da meia-noite Eu espero pra jantar Eu cansado do serviço Ela nem deixa eu falar Eu não sei onde ela acha Tanto nome pra xingar De repente ela grita E começa a dizer Volta lá pros seus amigos Que são tudo pra você Essa turma de malandro Todo mundo é vagabundo Os seus parentes não prestam Ela acaba com meu mundo Já não sei o que fazer Vai aqui o meu protesto É só fazendo amor Que ela diz que ainda presto É só fazendo amor Que ela diz que ainda presto"
Só Você (part. Fiuk),Demorei muito pra te encontrar Agora quero só você Seu jeito todo especial de ser Fico louco com você Te abraço e sinto coisas que eu não sei dizer Só sinto com você Meu pensamento voa de encontro ao teu Será que é sonho meu ? Tava cansado de me preocupar Quantas vezes eu dancei E quantas vezes eu só fiquei Chorei chorei Agora quero ir fundo lá na emoção Mexer teu coração Salta comigo alto todo mundo vê Eu quero só você Eu quero só você Te abraço e sinto coisas que eu não sei dizer Só sinto com você Meu pensamento voa de encontro ao teu Será que é sonho meu ? Tava cansado de me preocupar Quantas vezes eu dancei E quantas vezes eu só fiquei Chorei chorei Agora quero ir fundo lá na emoção Mexer teu coração Salta comigo alto todo mundo vê Eu quero só você Eu quero só você Eu quero só você Eu quero só você Demorei muito pra te encontrar Agora quero só você Seu jeito todo especial de ser Fico louco com você Te abraço e sinto coisas que eu não sei dizer Só sinto com você Meu pensamento voa de encontro ao teu Será que é sonho meu Tava cansado de me preocupar Quantas vezes eu dancei E quantas vezes eu só fiquei Chorei chorei Agora quero ir fundo lá na emoção Mexer teu coração Salta comigo alto todo mundo vê Eu quero só você Eu quero só você Te abraço e sinto coisas que eu não sei dizer Só sinto com você Meu pensamento voa de encontro ao teu Será que é sonho meu Tava cansado de me preocupar Quantas vezes eu dancei E quantas vezes eu só fiquei Chorei chorei Agora quero ir fundo lá na emoção Mexer teu coração Salta comigo alto todo mundo vê Eu quero só você Eu quero só você Eu quero só você Eu quero só você
Sobrenatural,"Não sei se foi real, mas vi você chegar Por entre as flores brancas, num lindo lugar Magia de outro planeta, Sem igual. Amor descontrolado, Fora do normal Sobrenatural, sobrenatural! Foi como se dois mundos se encontrassem, Num elo de paixão. Saiu de uma simples fantasia, E entrou no meu coração. Mesmo sem te conhecer, O meu olhar já encontrava o seu. E mesmo sem saber o que eu sentia, Eu já sabia. Sabia que uma hora a gente iria se encontrar, E dois mundos diferentes, Fossem pra sempre se juntar Abre a janela do seu coração, Venha ver o lindo dia que eu fiz pra nós dois. Deixe que eu te leve por um universo Onde não exista bem ou mal, Onde mais nada seja normal Amor sobrenatural Foi como se dois mundos se encontrassem, Num elo de paixão. Saiu de uma simples fantasia, E entrou no meu coração. Mesmo sem te conhecer, O meu olhar já encontrava o seu. E mesmo sem saber o que eu sentia, Eu já sabia. Sabia que uma hora a gente iria se encontrar, E dois mundos diferentes, Fossem pra sempre se juntar Abre a janela do seu coração, Venha ver o lindo dia que eu fiz pra nós dois. Deixe que eu te leve por um universo Onde não exista bem ou mal, Onde mais nada seja normal Amor Abre a janela do seu coração, Venha ver o lindo dia que eu fiz pra nós dois. Deixe que eu te leve por um universo Onde não exista bem ou mal, Onde mais nada seja normal Amor sobrenatural."
sofazinho,"Quase uma missão impossível Fazer amor com os seus pais em casa Já pensou se rola um flagra? De mim não ia sobrar nada Sua mãe, ela gosta tanto de mim Seu pai virou meu parceiro de baralho Eles não sabem o tanto que a gente aprontou Naquele sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme No sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme Ai, ai, ai Ai, ai, ai Umderererê dererê Umderererê dererê Sua mãe, ela gosta tanto de mim Seu pai virou meu parceiro de baralho Eles não sabem o tanto que a gente aprontou Naquele sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme No sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme No sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme No sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme Ai, ai, ai Umderererê dererê Umderererê derê"
Sofazinho (part. Jorge e Mateus),"Quase uma missão impossível Fazer amor com os seus pais em casa Já pensou se rola um flagra? De mim não ia sobrar nada Sua mãe, ela gosta tanto de mim Seu pai virou meu parceiro de baralho Eles não sabem o tanto que a gente aprontou Naquele sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme No sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme Ai, ai, ai Ai, ai, ai Umderererê dererê Umderererê dererê Sua mãe, ela gosta tanto de mim Seu pai virou meu parceiro de baralho Eles não sabem o tanto que a gente aprontou Naquele sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme No sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme No sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme No sofazinho de dois lugares Imagina se ele falasse, nega Daquelas nossas noites de amor Sendo que o combinado era assistir um filme Ai, ai Ai, ai, ai Umderererê dererê Umderererê derê Naquele sofazinho de dois lugares"
Sofrendo Feito Um Louco,"Tem gente sofrendo feito louco em algum lugar por aí Nesse momento Principalmente de amor O povo sofre muito de amor, num é? Quem sabe canta essa aqui, vem Sai de perto de mim e do meu coração Some com esse beijo, tentação Que eu já tô envolvido nesse amor criminoso E o pior que é gostoso Você tem namorado e eu tenho ciúme Tô apaixonado e a gente não se assume E só me procura quando tão brigados Tá difícil morar em coração ocupado Eu amando ela, ela amando outro Tô aqui tremendo, sofrendo feito um louco Eu amando ela, ela amando outro Tô aqui tremendo, sofrendo feito um louco Passando sufoco Você tem namorado e eu tenho ciúme Tô apaixonado e a gente não se assume E só me procura quando tão brigados Tá difícil morar em coração ocupado É tão difícil sentir saudade De alguém que tem alguém e sabe Que quando eu sair, ele vai chegar Dois num coração só, não cabe Não sei até quando eu vou aguentar Eu nasci pra ser amado e amar Quem se entrega de verdade Eu amando ela, ela amando outro Tô aqui tremendo, sofrendo feito um louco Eu amando ela, ela amando outro Tô aqui tremendo, sofrendo feito um louco Eu amando ela, ela amando outro Tô aqui tremendo, sofrendo feito um louco E eu amando ela, ela amando outro Tô aqui tremendo, sofrendo feito um louco Passando sufoco"
